time,x,y,s,a,dis,o,dir,event,nflId,displayName,jerseyNumber,position,team,frameId,gameId,playId,playDirection
2018-12-30T18:15:58.800,100.55,26.31,0,0,0.01,38.27,163.22,None,33131,Calais Campbell,93,DE,away,1,2018123003,370,right
2018-12-30T18:15:58.900,100.55,26.3,0,0,0,38.27,158.44,None,33131,Calais Campbell,93,DE,away,2,2018123003,370,right
2018-12-30T18:15:59.000,100.55,26.31,0,0,0,38.88,157.82,None,33131,Calais Campbell,93,DE,away,3,2018123003,370,right
2018-12-30T18:15:59.100,100.55,26.31,0,0,0,38.88,160.99,None,33131,Calais Campbell,93,DE,away,4,2018123003,370,right
2018-12-30T18:15:59.200,100.55,26.3,0,0,0,37.7,162.36,None,33131,Calais Campbell,93,DE,away,5,2018123003,370,right
2018-12-30T18:15:59.300,100.55,26.3,0,0,0,37.7,161.39,None,33131,Calais Campbell,93,DE,away,6,2018123003,370,right
2018-12-30T18:15:59.400,100.55,26.3,0,0,0.01,44.25,148.45,None,33131,Calais Campbell,93,DE,away,7,2018123003,370,right
2018-12-30T18:15:59.500,100.57,26.29,0,0,0.02,38.35,135.63,None,33131,Calais Campbell,93,DE,away,8,2018123003,370,right
2018-12-30T18:15:59.600,100.58,26.29,0,0,0.01,38.35,128.45,None,33131,Calais Campbell,93,DE,away,9,2018123003,370,right
2018-12-30T18:15:59.700,100.58,26.29,0,0,0,38.35,127.11,None,33131,Calais Campbell,93,DE,away,10,2018123003,370,right
2018-12-30T18:15:59.800,100.59,26.29,0,0,0,32.72,124.93,ball_snap,33131,Calais Campbell,93,DE,away,11,2018123003,370,right
2018-12-30T18:15:59.900,100.59,26.29,0,0,0.01,31.11,120.76,None,33131,Calais Campbell,93,DE,away,12,2018123003,370,right
2018-12-30T18:16:00.000,100.59,26.29,0,0,0,31.11,119.7,None,33131,Calais Campbell,93,DE,away,13,2018123003,370,right
2018-12-30T18:16:00.100,100.6,26.29,0,0.02,0.01,29.11,110.53,None,33131,Calais Campbell,93,DE,away,14,2018123003,370,right
2018-12-30T18:16:00.200,100.61,26.3,0.02,0.2,0.01,24.09,36.23,None,33131,Calais Campbell,93,DE,away,15,2018123003,370,right
2018-12-30T18:16:00.300,100.61,26.31,0.05,0.38,0.01,20.56,8.56,None,33131,Calais Campbell,93,DE,away,16,2018123003,370,right
2018-12-30T18:16:00.400,100.59,26.33,0.15,0.87,0.03,18.7,334.32,None,33131,Calais Campbell,93,DE,away,17,2018123003,370,right
