time,x,y,s,a,dis,o,dir,event,nflId,displayName,jerseyNumber,position,team,frameId,gameId,playId,playDirection
2018-12-30T18:42:45.100,44.46,23.7,0.03,0.02,0,50.61,187.2,None,33469,Stephen Hauschka,4,K,home,1,2018123001,1106,left
2018-12-30T18:42:45.200,44.46,23.7,0.02,0.02,0,53.31,185.07,None,33469,Stephen Hauschka,4,K,home,2,2018123001,1106,left
2018-12-30T18:42:45.300,44.46,23.7,0.02,0.02,0,53.92,188.61,None,33469,Stephen Hauschka,4,K,home,3,2018123001,1106,left
2018-12-30T18:42:45.400,44.46,23.69,0.02,0.02,0.01,47.68,178.76,None,33469,Stephen Hauschka,4,K,home,4,2018123001,1106,left
2018-12-30T18:42:45.500,44.45,23.69,0.02,0.02,0.02,49.3,194.87,None,33469,Stephen Hauschka,4,K,home,5,2018123001,1106,left
2018-12-30T18:42:45.600,44.45,23.69,0.02,0.02,0,49.99,193.68,None,33469,Stephen Hauschka,4,K,home,6,2018123001,1106,left
2018-12-30T18:42:45.700,44.45,23.69,0.01,0.01,0,47.77,193.57,None,33469,Stephen Hauschka,4,K,home,7,2018123001,1106,left
2018-12-30T18:42:45.800,44.43,23.71,0.01,0.01,0.02,46.06,221.04,None,33469,Stephen Hauschka,4,K,home,8,2018123001,1106,left
2018-12-30T18:42:45.900,44.42,23.71,0.01,0.01,0.01,43.92,227.78,None,33469,Stephen Hauschka,4,K,home,9,2018123001,1106,left
2018-12-30T18:42:46.000,44.41,23.71,0.01,0.01,0.01,41.88,232.49,None,33469,Stephen Hauschka,4,K,home,10,2018123001,1106,left
2018-12-30T18:42:46.100,44.4,23.71,0.01,0.01,0.01,39.84,239.33,ball_snap,33469,Stephen Hauschka,4,K,home,11,2018123001,1106,left
2018-12-30T18:42:46.200,44.41,23.71,0.01,0.01,0,38.17,240.74,None,33469,Stephen Hauschka,4,K,home,12,2018123001,1106,left
2018-12-30T18:42:46.300,44.41,23.72,0.01,0.01,0.01,36.09,247.18,None,33469,Stephen Hauschka,4,K,home,13,2018123001,1106,left
2018-12-30T18:42:46.400,44.39,23.73,0.01,0.01,0.02,34.65,262.41,None,33469,Stephen Hauschka,4,K,home,14,2018123001,1106,left
2018-12-30T18:42:46.500,44.38,23.75,0.01,0.01,0.02,33.35,272.54,None,33469,Stephen Hauschka,4,K,home,15,2018123001,1106,left
2018-12-30T18:42:46.600,44.36,23.77,0.02,0.25,0.03,30.76,295.33,None,33469,Stephen Hauschka,4,K,home,16,2018123001,1106,left
2018-12-30T18:42:46.700,44.34,23.79,0.12,1.22,0.03,29.41,313.95,None,33469,Stephen Hauschka,4,K,home,17,2018123001,1106,left
2018-12-30T18:42:46.800,44.3,23.82,0.41,2.52,0.05,25.3,313.25,None,33469,Stephen Hauschka,4,K,home,18,2018123001,1106,left
2018-12-30T18:42:46.900,44.24,23.88,0.82,3.3,0.08,22.91,314.33,None,33469,Stephen Hauschka,4,K,home,19,2018123001,1106,left
2018-12-30T18:42:47.000,44.16,23.96,1.3,3.7,0.12,20.76,315.38,None,33469,Stephen Hauschka,4,K,home,20,2018123001,1106,left
2018-12-30T18:42:47.100,44.02,24.1,1.95,4.19,0.2,15.48,315.31,None,33469,Stephen Hauschka,4,K,home,21,2018123001,1106,left
2018-12-30T18:42:47.200,43.85,24.25,2.4,3.94,0.22,14.23,313.45,None,33469,Stephen Hauschka,4,K,home,22,2018123001,1106,left
2018-12-30T18:42:47.300,43.66,24.43,2.79,3.44,0.26,11.58,312.42,None,33469,Stephen Hauschka,4,K,home,23,2018123001,1106,left
2018-12-30T18:42:47.400,43.44,24.62,3.08,2.74,0.29,11.58,311.91,None,33469,Stephen Hauschka,4,K,home,24,2018123001,1106,left
2018-12-30T18:42:47.500,43.2,24.82,3.28,1.97,0.31,11.58,310.31,None,33469,Stephen Hauschka,4,K,home,25,2018123001,1106,left
2018-12-30T18:42:47.600,42.96,25.03,3.3,0.88,0.32,1.23,310.35,None,33469,Stephen Hauschka,4,K,home,26,2018123001,1106,left
2018-12-30T18:42:47.700,42.72,25.23,3.24,0.38,0.32,346.91,309.35,field_goal_attempt,33469,Stephen Hauschka,4,K,home,27,2018123001,1106,left
2018-12-30T18:42:47.800,42.48,25.41,3.04,1.25,0.3,342.31,307.64,None,33469,Stephen Hauschka,4,K,home,28,2018123001,1106,left
2018-12-30T18:42:47.900,42.26,25.58,2.75,2.09,0.28,332.64,306.27,None,33469,Stephen Hauschka,4,K,home,29,2018123001,1106,left
2018-12-30T18:42:48.000,42.05,25.72,2.4,2.77,0.25,300.63,304.25,None,33469,Stephen Hauschka,4,K,home,30,2018123001,1106,left
2018-12-30T18:42:48.100,41.87,25.84,2.06,2.98,0.22,279.84,301.6,None,33469,Stephen Hauschka,4,K,home,31,2018123001,1106,left
2018-12-30T18:42:48.200,41.71,25.93,1.69,3.09,0.18,278.47,299.04,None,33469,Stephen Hauschka,4,K,home,32,2018123001,1106,left
2018-12-30T18:42:48.300,41.59,26,1.34,2.98,0.15,264.2,295.89,None,33469,Stephen Hauschka,4,K,home,33,2018123001,1106,left
2018-12-30T18:42:48.400,41.48,26.04,1.01,2.85,0.11,250.79,289.77,None,33469,Stephen Hauschka,4,K,home,34,2018123001,1106,left
2018-12-30T18:42:48.500,41.41,26.06,0.68,2.65,0.08,250.79,282.78,None,33469,Stephen Hauschka,4,K,home,35,2018123001,1106,left
2018-12-30T18:42:48.600,41.36,26.07,0.42,2.35,0.05,250.79,273.29,None,33469,Stephen Hauschka,4,K,home,36,2018123001,1106,left
2018-12-30T18:42:48.700,41.34,26.08,0.19,2.06,0.02,252.02,255.16,None,33469,Stephen Hauschka,4,K,home,37,2018123001,1106,left
2018-12-30T18:42:48.800,41.33,26.08,0.11,1.85,0,252.02,167.81,None,33469,Stephen Hauschka,4,K,home,38,2018123001,1106,left
2018-12-30T18:42:48.900,41.35,26.07,0.3,1.74,0.02,254.63,121.97,None,33469,Stephen Hauschka,4,K,home,39,2018123001,1106,left
2018-12-30T18:42:49.000,41.39,26.05,0.44,1.41,0.04,256.21,114.9,None,33469,Stephen Hauschka,4,K,home,40,2018123001,1106,left
2018-12-30T18:42:49.100,41.43,26.04,0.52,1.04,0.04,258.37,110.3,None,33469,Stephen Hauschka,4,K,home,41,2018123001,1106,left
2018-12-30T18:42:49.200,41.47,26.02,0.54,0.68,0.05,260.67,106.76,None,33469,Stephen Hauschka,4,K,home,42,2018123001,1106,left
2018-12-30T18:42:49.300,41.53,26.01,0.57,0.4,0.05,263.63,103.31,None,33469,Stephen Hauschka,4,K,home,43,2018123001,1106,left
2018-12-30T18:42:49.400,41.58,26,0.58,0.26,0.06,265.41,100.37,None,33469,Stephen Hauschka,4,K,home,44,2018123001,1106,left
2018-12-30T18:42:49.500,41.64,25.99,0.57,0.25,0.06,267.32,96.71,None,33469,Stephen Hauschka,4,K,home,45,2018123001,1106,left
2018-12-30T18:42:49.600,41.68,25.99,0.48,0.46,0.04,272.66,89.49,None,33469,Stephen Hauschka,4,K,home,46,2018123001,1106,left
2018-12-30T18:42:49.700,41.73,25.99,0.46,0.44,0.05,274.4,89.04,None,33469,Stephen Hauschka,4,K,home,47,2018123001,1106,left
2018-12-30T18:42:49.800,41.77,25.99,0.45,0.39,0.05,276.9,85.7,None,33469,Stephen Hauschka,4,K,home,48,2018123001,1106,left
2018-12-30T18:42:49.900,41.82,26,0.43,0.53,0.04,279.84,72.99,None,33469,Stephen Hauschka,4,K,home,49,2018123001,1106,left
2018-12-30T18:42:50.000,41.85,26.01,0.36,0.5,0.04,286.01,68.76,None,33469,Stephen Hauschka,4,K,home,50,2018123001,1106,left
2018-12-30T18:42:50.100,41.88,26.03,0.35,0.43,0.04,289.28,62.6,None,33469,Stephen Hauschka,4,K,home,51,2018123001,1106,left
2018-12-30T18:42:50.200,41.92,26.05,0.43,0.46,0.05,292.69,51.04,None,33469,Stephen Hauschka,4,K,home,52,2018123001,1106,left
2018-12-30T18:42:50.300,41.95,26.08,0.46,0.45,0.05,296.62,44.98,None,33469,Stephen Hauschka,4,K,home,53,2018123001,1106,left
2018-12-30T18:42:50.400,41.98,26.11,0.41,0.2,0.04,299.43,47.03,None,33469,Stephen Hauschka,4,K,home,54,2018123001,1106,left
2018-12-30T18:42:50.500,42.01,26.13,0.37,0.16,0.04,301.1,48.28,None,33469,Stephen Hauschka,4,K,home,55,2018123001,1106,left
2018-12-30T18:42:50.600,42.03,26.15,0.31,0.29,0.03,301.1,46.16,None,33469,Stephen Hauschka,4,K,home,56,2018123001,1106,left
2018-12-30T18:42:50.700,42.05,26.17,0.23,0.46,0.02,300.46,41.95,None,33469,Stephen Hauschka,4,K,home,57,2018123001,1106,left
2018-12-30T18:42:50.800,42.05,26.17,0.08,0.71,0.01,301.87,41.59,None,33469,Stephen Hauschka,4,K,home,58,2018123001,1106,left
