time,x,y,s,a,dis,o,dir,event,nflId,displayName,jerseyNumber,position,team,frameId,gameId,playId,playDirection
2018-12-30T18:04:32.200,83.82,19.77,0.26,0.5,0.03,260.93,78.01,None,35638,Joe Webb,5,QB,home,1,2018123003,133,left
2018-12-30T18:04:32.300,83.85,19.77,0.25,0.49,0.02,260.31,90.1,None,35638,Joe Webb,5,QB,home,2,2018123003,133,left
2018-12-30T18:04:32.400,83.87,19.77,0.21,0.42,0.02,260.31,97.64,None,35638,Joe Webb,5,QB,home,3,2018123003,133,left
2018-12-30T18:04:32.500,83.89,19.77,0.18,0.33,0.02,261.43,96.53,None,35638,Joe Webb,5,QB,home,4,2018123003,133,left
2018-12-30T18:04:32.600,83.9,19.77,0.16,0.33,0.02,262.53,107.26,None,35638,Joe Webb,5,QB,home,5,2018123003,133,left
2018-12-30T18:04:32.700,83.92,19.77,0.14,0.25,0.02,263.76,105.35,None,35638,Joe Webb,5,QB,home,6,2018123003,133,left
2018-12-30T18:04:32.800,83.93,19.77,0.12,0.25,0.01,263.76,80.48,None,35638,Joe Webb,5,QB,home,7,2018123003,133,left
2018-12-30T18:04:32.900,83.94,19.77,0.11,0.18,0.01,262.65,76.8,None,35638,Joe Webb,5,QB,home,8,2018123003,133,left
2018-12-30T18:04:33.000,83.95,19.78,0.12,0.13,0.01,262.65,70.85,line_set,35638,Joe Webb,5,QB,home,9,2018123003,133,left
2018-12-30T18:04:33.100,83.96,19.78,0.14,0.16,0.01,260.98,60.73,None,35638,Joe Webb,5,QB,home,10,2018123003,133,left
2018-12-30T18:04:33.200,83.98,19.79,0.21,0.3,0.02,258.09,76,ball_snap,35638,Joe Webb,5,QB,home,11,2018123003,133,left
2018-12-30T18:04:33.300,84,19.79,0.26,0.39,0.02,258.09,80.44,None,35638,Joe Webb,5,QB,home,12,2018123003,133,left
2018-12-30T18:04:33.400,84.03,19.8,0.35,0.56,0.03,258.09,83.65,None,35638,Joe Webb,5,QB,home,13,2018123003,133,left
2018-12-30T18:04:33.500,84.08,19.81,0.45,0.65,0.04,258.09,83.69,None,35638,Joe Webb,5,QB,home,14,2018123003,133,left
