time,x,y,s,a,dis,o,dir,event,nflId,displayName,jerseyNumber,position,team,frameId,gameId,playId,playDirection
2018-12-30T18:02:43.100,40.44,29.74,3.73,1.05,0.37,121.18,118.84,None,32386,Mason Crosby,2,K,home,1,2018123002,36,right
2018-12-30T18:02:43.200,40.78,29.55,3.94,1.32,0.39,119,119.29,None,32386,Mason Crosby,2,K,home,2,2018123002,36,right
2018-12-30T18:02:43.300,41.14,29.35,4.13,1.16,0.41,119.83,119.19,None,32386,Mason Crosby,2,K,home,3,2018123002,36,right
2018-12-30T18:02:43.400,41.51,29.14,4.3,0.99,0.43,119.83,118.84,None,32386,Mason Crosby,2,K,home,4,2018123002,36,right
2018-12-30T18:02:43.500,41.91,28.93,4.52,1.04,0.45,119.83,117.87,None,32386,Mason Crosby,2,K,home,5,2018123002,36,right
2018-12-30T18:02:43.600,42.31,28.72,4.63,0.83,0.46,120.54,117.49,None,32386,Mason Crosby,2,K,home,6,2018123002,36,right
2018-12-30T18:02:43.700,42.73,28.5,4.71,0.61,0.47,122.52,116.87,None,32386,Mason Crosby,2,K,home,7,2018123002,36,right
2018-12-30T18:02:43.800,43.15,28.3,4.65,0.65,0.46,126.55,115.46,None,32386,Mason Crosby,2,K,home,8,2018123002,36,right
2018-12-30T18:02:43.900,43.57,28.12,4.63,1.18,0.47,127.35,112.89,None,32386,Mason Crosby,2,K,home,9,2018123002,36,right
2018-12-30T18:02:44.000,44,27.95,4.55,1.55,0.46,126.02,110.96,None,32386,Mason Crosby,2,K,home,10,2018123002,36,right
2018-12-30T18:02:44.100,44.42,27.8,4.46,1.84,0.45,124.38,108.54,kickoff,32386,Mason Crosby,2,K,home,11,2018123002,36,right
2018-12-30T18:02:44.200,44.85,27.67,4.36,1.99,0.44,121.66,106.08,None,32386,Mason Crosby,2,K,home,12,2018123002,36,right
2018-12-30T18:02:44.300,45.26,27.56,4.2,2.06,0.43,116.59,103.88,None,32386,Mason Crosby,2,K,home,13,2018123002,36,right
2018-12-30T18:02:44.400,45.66,27.47,4.08,1.86,0.41,111.74,102.45,None,32386,Mason Crosby,2,K,home,14,2018123002,36,right
2018-12-30T18:02:44.500,46.06,27.38,3.97,1.52,0.4,107.5,102.01,None,32386,Mason Crosby,2,K,home,15,2018123002,36,right
2018-12-30T18:02:44.600,46.44,27.3,3.88,1.27,0.39,101.5,102.56,None,32386,Mason Crosby,2,K,home,16,2018123002,36,right
2018-12-30T18:02:44.700,46.81,27.21,3.82,1.17,0.39,94.33,104.26,None,32386,Mason Crosby,2,K,home,17,2018123002,36,right
2018-12-30T18:02:44.800,47.18,27.11,3.73,1.33,0.38,87.42,106.16,None,32386,Mason Crosby,2,K,home,18,2018123002,36,right
2018-12-30T18:02:44.900,47.53,27,3.67,1.37,0.37,81.72,108.11,None,32386,Mason Crosby,2,K,home,19,2018123002,36,right
2018-12-30T18:02:45.000,47.88,26.87,3.62,1.48,0.37,80.39,110.84,None,32386,Mason Crosby,2,K,home,20,2018123002,36,right
2018-12-30T18:02:45.100,48.21,26.74,3.55,1.54,0.36,81.25,113.56,None,32386,Mason Crosby,2,K,home,21,2018123002,36,right
2018-12-30T18:02:45.200,48.53,26.58,3.5,1.57,0.35,83.73,116.43,None,32386,Mason Crosby,2,K,home,22,2018123002,36,right
